0,X,x,0,0,0,0,0,0,0,x
1,X,x,0,0,0,0,0,0,0,1
2,X,x,0,0,0,0,0,0,0,1
3,X,x,0,0,0,0,0,0,0,1
4,4,5,1,0,0,0,0,0,0,0
5,5,10,1,0,0,0,0,0,0,0
6,6,15,1,0,0,0,0,0,0,0
7,Z,5,0,0,0,0,0,0,0,0
8,Z,10,0,0,0,0,0,0,0,0
9,Z,15,0,0,0,0,0,0,0,0
10,Z,15,0,0,0,0,0,0,0,1
11,Z,15,0,0,0,0,0,0,0,1
12,Z,15,0,0,0,0,0,0,0,1
13,24,1,1,0,0,0,0,0,0,0
14,35,2,1,0,0,0,0,0,0,0
15,46,3,1,0,0,0,0,0,0,0
